,Unnamed: 0,Title,Status,Interventions,Gender,Age,Phases,Enrollment,Start.Date,Completion.Date,Last.Update.Posted,Locations,URL,MapCountry,Drugonly,Month,Completion.Year,day_of_week
521,522,Establishment of a Biological Collection During COVID-19 Serological Screening in APHP Professionals (COVID-HOP),Recruiting,,All,"18 Years and older   (Adult, Older Adult)",,4000.0,"June 8, 2020",2022-03-01,"October 8, 2020","HEGP, Paris, France",https://ClinicalTrials.gov/show/NCT04418375,France,,3.0,2022,Tuesday
522,523,Clinical Trial to Evaluate Mycobacterium w in Preventing COVID-19 in Subjects at Risk of Getting Infected With COVID-19,Not yet recruiting,Drug: Suspension of heat killed (autoclaved) Mycobacterium w|Other: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 3,4000.0,"April 30, 2020",2021-05-30,"April 22, 2020",,https://ClinicalTrials.gov/show/NCT04353518,Undefined,Suspension of heat killed (autoclaved) Mycobacterium w,5.0,2021,Sunday
523,524,Clinical Characteristics and Prognostic Factors of Patients With COVID-19 (Coronavirus Disease 2019),Enrolling by invitation,,All,"Child, Adult, Older Adult",,100000.0,"January 1, 2020",2021-10-30,"September 30, 2020","Hospital Universitario de Guadalajara, Guadalajara, Spain|Hospital Universitario La Princesa, Madrid, Spain",https://ClinicalTrials.gov/show/NCT04569851,Spain,,10.0,2021,Saturday
524,525,I-SPY COVID-19 TRIAL: An Adaptive Platform Trial for Critically Ill Patients,Recruiting,Drug: Remdesivir|Drug: Cenicriviroc|Drug: Icatibant|Drug: Razuprotafib|Drug: Apremilast,All,"18 Years and older   (Adult, Older Adult)",Phase 2,1500.0,"July 31, 2020",2022-11-01,"September 29, 2020","University of Alabama at Birmingham, Birmingham, Alabama, United States|University of Southern California, Los Angeles, California, United States|University of California San Francisco (UCSF), San Francisco, California, United States|University of Colorado, Aurora, Colorado, United States|Yale Cancer Center, New Haven, Connecticut, United States|Montefiore Medical Center, Bronx, New York, United States|Columbia University Medical Center, New York, New York, United States|Wake Forest Baptist Comprehensive Cancer Center, Winston-Salem, North Carolina, United States|University of Pennsylvania (U Penn), Philadelphia, Pennsylvania, United States|Sanford Health, Sioux Falls, South Dakota, United States",https://ClinicalTrials.gov/show/NCT04488081,United States,Remdesivir|Cenicriviroc|Icatibant|Razuprotafib|Apremilast,11.0,2022,Tuesday
525,526,Pilot Clinical Trial of the Safety and Efficacy of Telmisartan for the Mitigation of Pulmonary and Cardiac Complications in COVID-19 Patients,Recruiting,Drug: Telmisartan 40mg|Drug: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 2,40.0,"July 1, 2020",2021-06-30,"August 3, 2020","University of Hawaii - Manoa, John A Burns School of Medicine UH Clinics at Kakaako, Honolulu, Hawaii, United States",https://ClinicalTrials.gov/show/NCT04360551,United States,Telmisartan 40mg|Placebo,6.0,2021,Wednesday
526,527,ImmuneSense™ COVID-19 Study,Recruiting,Other: T-Detect™ SARS-CoV-2 Assay,All,"18 Years to 89 Years   (Adult, Older Adult)",,125.0,"October 9, 2020",2021-01-09,"December 3, 2020","Adaptive Biotechnologies Clinical Investigational Site, Secaucus, New Jersey, United States",https://ClinicalTrials.gov/show/NCT04583982,Jersey,,1.0,2021,Saturday
527,528,A Randomized Placebo-controlled Safety and Dose-finding Study for the Use of the IL-6 Inhibitor Clazakizumab in Patients With Life-threatening COVID-19 Infection,Recruiting,Drug: Clazakizumab 25 mg|Drug: Clazakizumab 12.5 mg|Other: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 2,90.0,"March 31, 2020",2020-07-01,"May 6, 2020","New York University School of Medicine, New York, New York, United States",https://ClinicalTrials.gov/show/NCT04343989,United States,Clazakizumab 25 mg|Clazakizumab 12.5 mg,7.0,2020,Wednesday
528,529,Anticoagulation in Patients Suffering From COVID-19 Disease The ANTI-CO Trial,Recruiting,Drug: Bivalirudin Injection|Drug: Standard treatment,All,"18 Years to 99 Years   (Adult, Older Adult)",Phase 4,100.0,"June 28, 2020",2021-03-28,"June 24, 2020","Hamad Medical Corporation, Doha, Qatar",https://ClinicalTrials.gov/show/NCT04445935,Qatar,Bivalirudin Injection|Standard treatment,3.0,2021,Sunday
529,530,A Study to Assess Efficacy and Safety of RESP301 Plus Standard of Care (SOC) Compared to SOC Alone in Hospitalized Participants With COVID-19,Recruiting,"Drug: RESP301, a Nitric Oxide generating solution|Other: Standard of Care",All,"18 Years and older   (Adult, Older Adult)",Phase 2|Phase 3,300.0,"July 29, 2020",2021-04-23,"November 25, 2020","Bradford Teaching Hospitals NHS Foundation Trust, Bradford, United Kingdom|Imperial College Healthcare NHS Trust, St. Mary's Hospital, London, United Kingdom|Royal Preston Hospital, Preston, United Kingdom",https://ClinicalTrials.gov/show/NCT04460183,United Kingdom,"RESP301, a Nitric Oxide generating solution",4.0,2021,Friday
530,531,"A Randomized, Double-Blind, Placebo-Controlled Clinical Trial to Determine the Safety and Efficacy of Hope Biosciences Allogeneic Mesenchymal Stem Cell Therapy (HB-adMSCs) to Provide Protection Against COVID-19",Enrolling by invitation,Drug: HB-adMSCs|Drug: Placebos,All,"Child, Adult, Older Adult",Phase 2,100.0,"May 14, 2020",2021-04-30,"July 14, 2020","Hope Biosciences Stem Cell Research Foundation, Sugar Land, Texas, United States",https://ClinicalTrials.gov/show/NCT04348435,United States,HB-adMSCs|Placebos,4.0,2021,Friday
531,532,Efficacy and Safety of Hydroxychloroquine and Azithromycin for the Treatment of Hospitalized Patients With Moderate to Severe COVID-19,Suspended,Drug: Hydroxychloroquine Sulfate|Drug: Azithromycin Tablets,All,"18 Years and older   (Adult, Older Adult)",Early Phase 1,400.0,"April 23, 2020",2020-06-30,"April 22, 2020","Prevent Senior Private Operadora de Saúde LTDA., São Paulo, Brazil",https://ClinicalTrials.gov/show/NCT04329572,Brazil,Hydroxychloroquine Sulfate|Azithromycin Tablets,6.0,2020,Tuesday
532,533,Cytokine Storm Among Bangladeshi Patients With COVID-19,Not yet recruiting,,All,"18 Years to 90 Years   (Adult, Older Adult)",,75.0,October 2020,2021-06-01,"October 27, 2020","Icddr,B, Dhaka, Bangladesh",https://ClinicalTrials.gov/show/NCT04598334,Bangladesh,,6.0,2021,Tuesday
533,534,Flow Controlled Ventilation in ARDS Associated With COVID-19,Recruiting,Device: Flow controlled ventilation (Evone-ventilator),All,"18 Years to 99 Years   (Adult, Older Adult)",Not Applicable,20.0,"May 28, 2020",2020-08-01,"June 25, 2020","Hamad Medical Corporation, Doha, Qatar",https://ClinicalTrials.gov/show/NCT04399317,Qatar,,8.0,2020,Saturday
534,535,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,Completed,Drug: Remdesivir|Drug: Standard of Care,All,"12 Years and older   (Child, Adult, Older Adult)",Phase 3,1113.0,"March 15, 2020",2020-06-26,"July 27, 2020","Kaiser Permanente Los Angeles Medical Center, 3340 E. La Palma Avenue, Anaheim, California, United States|Alta Bates Summit Medical Center, Berkeley, California, United States|Mills-Peninsula Medical Center, Burlingame, California, United States|Eden Medical Center, Castro Valley, California, United States|Kaiser Permanente Los Angeles Medical Center, 9333 Imperial Highway, Downey, California, United States|Kaiser Permanente Los Angeles Medical Center, 9961 Sierra Ave, Fontana, California, United States|St Joseph Hospital Eureka, Fortuna, California, United States|Kaiser Permanente Los Angeles Medical Center, 25825 S. Vermont Ave., Harbor City, California, United States|Kaiser Permanente Los Angeles Medical Center, Los Angeles, California, United States|Kaiser Permanente Los Angeles Medical Center, 6041 Cadillac Ave., Los Angeles, California, United States|Kaiser Permanente Los Angeles Medical Center, 5601 De Soto Avenue, Los Angeles, California, United States|Mission Hospital Regional Medical Center, Mission Viejo, California, United States|Kaiser Permanente Los Angeles Medical Center,27300 Iris Avenue, Moreno Valley, California, United States|El Camino Hospital, Mountain View, California, United States|Hoag Memorial Hospital Presbyterian, Newport Beach, California, United States|Kaiser Permanente Oakland Medical Center, Oakland, California, United States|Kaiser Permanente Los Angeles Medical Center, 2295 S. Vineyard Avenue, Ontario, California, United States|The Center for Cancer Prevention and Treatment at St. Joseph Hospital of Orange, Orange, California, United States|Kaiser Permanente Los Angeles Medical Center,13651 Willard Street, Panorama City, California, United States|Kaiser Permanente Los Angeles Medical Center, 10800 Magnolia Avenue, Riverside, California, United States|Sutter Medical Center Sacramento, One Medical Plaza, Roseville, California, United States|Sutter Medical Center Sacramento, Sacramento, California, United States|Kaiser Permanente Los Angeles Medical Center, 4647 Zion Avenue, San Diego, California, United States|Kaiser Permanente Los Angeles Medical Center, 9455 Clairemont Mesa Blvd, San Diego, California, United States|Kaiser Permanente Oakland Medical Center, 1200 El Camino Real, San Francisco, California, United States|California Pacific Medical Center-Infectious Disease Associates Medical Group, San Francisco, California, United States|Kaiser Permanente Oakland Medical Center, 2425 Geary Blvd, San Francisco, California, United States|Kaiser Permanente Oakland Medical Center, 250 Hospital Parkway, Suite 850, San Jose, California, United States|Kaiser Permanente Oakland Medical Center, 2500 Merced St, San Leandro, California, United States|Kaiser Permanente Oakland Medical Center, 700 Lawrence Expressway, Santa Clara, California, United States|Providence St. Johns Medical Center, Santa Monica, California, United States|Sutter Santa Rosa Regional Hospital, Santa Rosa, California, United States|Stanford Hospital, Stanford, California, United States|University of Colorado Denver, University of Colorado Hospital, Aurora, Colorado, United States|SCL Health St. Joseph Hospital, 1375 East 19th Ave, Denver, Colorado, United States|SCL Health St. Joseph Hospital, Denver, Colorado, United States|Rose Medical Center, Denver, Colorado, United States|SCL Health St. Joseph Hospital, 200 Exempla Circle., Lafayette, Colorado, United States|Yale University, New Haven, Connecticut, United States|Kaiser Permanente Hawaii Moanalua Medical Center, Honolulu, Hawaii, United States|Cook County General Hospital, Chicago, Illinois, United States|Rush University Medical Center, Chicago, Illinois, United States|University of Chicago, Chicago, Illinois, United States|IU Health Methodist Hospital, Indianapolis, Indiana, United States|University of Iowa Hospitals & Clinics, Iowa City, Iowa, United States|Tulane University, New Orleans, Louisiana, United States|Maine Medical Center, Portland, Maine, United States|Holy Cross Hospital, Silver Spring, Maryland, United States|Tufts Medical Center, Boston, Massachusetts, United States|Brigham & Women's Hospital and Harvard Medical School, Boston, Massachusetts, United States|Center for Virology and Vaccine Research, Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States|The University of Michigan Hospitals and Health Systems, Ann Arbor, Michigan, United States|Henry Ford Health System, Detroit, Michigan, United States|Hennepin Healthcare, Minneapolis, Minnesota, United States|Mayo Clinic, Rochester, Minnesota, United States|Providence St Patrick Hospital and International Heart Institute of MT Foundation, Missoula, Montana, United States|Darmouth-Hitchhock Medical Center, Lebanon, New Hampshire, United States|Hackensack Medical Center, Hackensack, New Jersey, United States|Robert Wood Johnson University Hospital Somerset, Hillsborough, New Jersey, United States|Robert Wood Johnson University Hospital Somerset, 1 RWJ Place, New Brunswick, New Jersey, United States|Robert Wood Johnson University Hospital Somerset, 201 Lyons Avenue, Newark, New Jersey, United States|St. Joseph's University Medical Center, Paterson, New Jersey, United States|Jacobi Medical Center, Bronx, New York, United States|James J. Peters Veterans Administration Medical Center, Bronx, New York, United States|Jamaica Hospital Medical Center, Jamaica, New York, United States|Danbury Hospital, Lagrangeville, New York, United States|North Shore University Hospital, Manhasset, New York, United States|North Shore University Hospital, 270-05 76th Ave, New Hyde Park, New York, United States|Icahn School of Medicine at Mount Sinai, 350 East 17th Street, New York, New York, United States|Icahn School of Medicine at Mount Sinai, 1000 10th Avenue, New York, New York, United States|Icahn School of Medicine at Mount Sinai, 440 West 114th St., New York, New York, United States|Icahn School of Medicine at Mount Sinai, New York, New York, United States|Columbia University Irving Medical Center, New York, New York, United States|Weill Cornell Medical College/NYU Presbyterian Hospital, New York, New York, United States|Duke University Medical Center, Durham, North Carolina, United States|University Hospitals Cleveland Medical Center, Cleveland, Ohio, United States|Kaiser Sunnyside Medical Center, 2875 NW Stucki Ave, Hillsboro, Oregon, United States|Providence Portland Medical Center, Portland, Oregon, United States|Providence St. Vincent Medical Center, Portland, Oregon, United States|Kaiser Sunnyside Medical Center, Portland, Oregon, United States|Hospital of the University of Pennsylvania, 51 N. 31st Street, Philadelphia, Pennsylvania, United States|Hospital of the University of Pennsylvania, Philadelphia, Pennsylvania, United States|Temple University Hospital, Philadelphia, Pennsylvania, United States|The Miriam Hospital, Providence, Rhode Island, United States|Prisma Health Richland Hospital, Columbia, South Carolina, United States|Prisma Health Richland Hospital, 701 Grove Road, Greenville, South Carolina, United States|The Liver Institute of Methodist Dallas Medical Center, Dallas, Texas, United States|UT Southwestern Medical Center Amelia Court, HIV Research Clinic, Dallas, Texas, United States|Baylor University Medical Center, Dallas, Texas, United States|UT Southwestern Medical Center Amelia Court, HIV Research Clinic, 5201 Harry Hines Blvd., Dallas, Texas, United States|UT Southwestern Medical Center Amelia Court, HIV Research Clinic, 6201 Harry Hines Blvd, Dallas, Texas, United States|Baylor University Medical Center, 1400 8th Ave, Fort Worth, Texas, United States|Houston Methodist Hospital, Houston, Texas, United States|Baylor University Medical Center, 2401 S. 31st St., Temple, Texas, United States|University of Utah Health, Salt Lake City, Utah, United States|Virginia Hospital Center, Arlington, Virginia, United States|Inova Fairfax Hospital, Falls Church, Virginia, United States|VCU Health Medical Center, Richmond, Virginia, United States|Providence Medical Research Center, Everett, Washington, United States|Kadlec Regional Medical Center, Kennewick, Washington, United States|Providence St. Peter Hospital, Olympia, Washington, United States|Virginia Mason Medical Center, Seattle, Washington, United States|Swedish Center for Comprehensive Care, Seattle, Washington, United States|MultiCare Deaconess Hospital, Spokane, Washington, United States|MultiCare Tacoma General Hospital, Tacoma, Washington, United States|St Joseph Medical Center, Tacoma, Washington, United States|The First Affiliated Hospital of Guangzhou Medical University, Guangzhou, China|CHU Pellegrin, Bordeaux, France|CHU de Montpellier-Hopital Gui de Chauliac, Montpelier Cedex 5, France|CHU de Nantes-Hotel Dieu, Nantes, France|Hopital Saint-Louis, Paris, France|Hopital Saint Antoine, Paris, France|Charite Universitatsmedizin Berlin, Campus Virchow-Klinikum, Medizinische Klinik Infektiologie Pneumologie, Berlin, Germany|Universitatsklinikum Dusseldorf, Klinik fur Gastroenterologie, Hepatologie und Infektiologie, Düsseldorf, Germany|Universitatsklinikum Hamburg-Eppendorf, Hamburg, Germany|Universitätsklinikum Schleswig-Holstein Campus Kiel, Kiel, Germany|Klinikum St. Georg gGmbH Klinik fur Infektiologie, Tropenmedizin, Nephrologie und Rheumatologie, Leipzig, Germany|Klinikum rechts der Isar der TU Munchen, Klinik und Poliklinik Innere Medizin 2, Munich, Germany|Klinik für Hämatologie, Onkologie, Immunologie, München, Germany|Robert-Bosch-Krankenhaus (RBK), Klinik Schillerhohe (KSH) und Dr. Margarete Fischer-Bosch-Institut fur klinische Pharmakologie (IKP), Stuttgart, Germany|Prince of Wales Hospital, Hong Kong, Hong Kong|Princess Margaret Hospital, Hong Kong, Hong Kong|Queen Mary Hospital, Hong Kong, Hong Kong|UOC Malattie Infettive, ASST Papa Giovanni XXIII, Bergamo, Italy|ASST degli Spedali Civili di Brescia, Brescia, Italy|ASST di Cremona - Azienda Socio Sanitaria Territor, Cremona, Italy|UOC Malattie Infettive, IRCCS Ospedale San Raffaele, Milano, Italy|ASST Fatebenefratelli Sacco, Milano, Italy|UO Malattie Infettive, Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico, Milan, Italy|UOC Malattie Infettive e Tropicali, Azienda Ospedaliera di Padova, Padova PD, Italy|Azienda Ospedaliero Universitaria di Parma, Parma, Italy|Malattie Infettive I, Fondazione IRCCS Policlinico San Matteo, Pavia, Italy|Ospedale Guglielmo da Saliceto AUSL di Piacenza, Piacenza, Italy|UOC Malattie Infettive ad Alta Intensita di Cure, Istituto Nazionale Malattie Infettive Lazzaro Spallanzani I.R.C.C.S., Roma, Italy|Clinica Universitaria Malattie Infettive, Ospedale Amedeo di Savoia, Torino, Italy|Yokohama Municipal Citizen's Hospital, Kanagawa, Japan|Nagoya City East Medical Center, Nagoya, Japan|Tokyo Metropolitan Bokutoh Hospital, Tokyo, Japan|Kyungpook National University Hospital, Daegu, Korea, Republic of|Seoul Medical Center, Seoul, Korea, Republic of|National Medical Center, Seoul, Korea, Republic of|Amsterdam University Medical Centre - Location AMC, Amsterdam, Netherlands|Leiden University Medical Center, Leiden, Netherlands|Erasmus Medical Centre, Rotterdam, Netherlands|National University Hospital, Singapore, Singapore|Singapore General Hospital, Singapore, Singapore|National Centre for Infectious Diseases, Tan Tock Seng Hospital, Singapore, Singapore|Hospital Principe de Asturias, Alcalá De Henares, Madrid, Spain|Complejo Hospitalario Universitario A Coruña, A Coruña, Spain|Hospital Universitario Vall d'Hebron, Barcelona, Spain|Hospital Universitari de Bellvitge, Barcelona, Spain|Hospital Clinic de Barcelona, Barcelona, Spain|Hospital Universitario Cruces, Bizkaia, Spain|Hospital Universitario Ramón y Cajal, Madrid, Spain|Hospital Universitario Fundación Jiménez Díaz, Madrid, Spain|Hospital Universitario 12 de Octubre, Madrid, Spain|Hospital Universitario La Paz, Madrid, Spain|Hospital Regional Universitario de Málaga, Málaga, Spain|Hospital Universitario Virgen del Rocio, Sevilla, Spain|Hospital Universitari i Politecnic La Fe, Valencia, Spain|Sahlgrenska University Hospital, Ostra, Gothenburg, Sweden|SUS (Skanes University Hospital), Malmo, Sweden|Karolinska University Hospital, Stockholm, Sweden|Hopitaux Universitaires de Genève, Genève 14, Switzerland|Ospedale Regionale di Locarno La Carità, Lugano, Switzerland|Universitätsspital Zürich, Zürich, Switzerland|Kaohsiung Veterans General Hospital, Kaohsiung, Taiwan|China Medical University Hospital, Taichung, Taiwan|National Taiwan University Hospital, Taipei City, Taiwan|Imperial College NHS Trust, London, Greater London, United Kingdom|NHS Lothian, Royal lnfirmary of Edinburgh, Edinburgh, United Kingdom|Queen Elizabeth University Hospital, Glasgow, United Kingdom|Hull University Teaching Hospitals NHS Trust, Hull, United Kingdom|Royal Lancaster Hospital, Lancaster, United Kingdom|Liverpool University Hospital, Liverpool, United Kingdom|Northwick Park Hospital, London, United Kingdom|Royal Free London NHS Foundation Trust, London, United Kingdom|King's College Hospital NHS Trust, London, United Kingdom|University College London, London, United Kingdom|Manchester University NHS Foundation Trust, Manchester, United Kingdom|Manchester University NHS Foundation Trust, Manchester, United Kingdom|Pennine Acute Hospitals NHS Trust, Manchester, United Kingdom|Derriford Hospital, Plymouth, United Kingdom|Sheffield Teaching Hospitals, Sheffield, United Kingdom",https://ClinicalTrials.gov/show/NCT04292730,China,Remdesivir|Standard of Care,6.0,2020,Friday
