,Unnamed: 0,Title,Status,Interventions,Gender,Age,Phases,Enrollment,Start Date,Completion Date,Locations,URL
305,305,Hormonal Intervention for the Treatment in Veterans With COVID-19 Requiring Hospitalization,Recruiting,Drug: Degarelix|Other: Saline,Male,"18 Years to 85 Years   (Adult, Older Adult)",Phase 2,198.0,"July 6, 2020","July 6, 2021",United States,https://ClinicalTrials.gov/show/NCT04397718
306,306,A Study of LY3819253 (LY-CoV555) in Participants Hospitalized for COVID-19,Completed,Drug: LY3819253|Drug: Placebo,All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 1,24.0,"May 28, 2020","August 26, 2020",Georgia,https://ClinicalTrials.gov/show/NCT04411628
307,307,"Chloroquine, Hydroxychloroquine or Only Supportive Care in Patients AdmItted With Moderate to Severe COVID-19",Terminated,Drug: Chloroquine Sulfate|Drug: Hydroxychloroquine|Other: Standard supportive care,All,"18 Years to 110 Years   (Adult, Older Adult)",Phase 4,25.0,"April 14, 2020","June 8, 2020",Netherlands,https://ClinicalTrials.gov/show/NCT04362332
308,308,Single-Blind Study of a Single Dose of Peginterferon Lambda-1a Compared With Placebo in Outpatients With Mild COVID-19,"Active, not recruiting",Drug: Peginterferon Lambda-1a|Other: Placebo,All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 2,120.0,"April 24, 2020",May 2021,United States,https://ClinicalTrials.gov/show/NCT04331899
309,309,A Study Evaluating the Efficacy and Safety of CKD-314 (Nafabelltan) in Hospitalized Adult Patients Diagnosed With COVID-19 Pneumonia,Recruiting,Drug: Nafamostat Mesilate,All,"18 Years and older   (Adult, Older Adult)",Phase 2,100.0,"September 25, 2020",March 2021,Russian Federation,https://ClinicalTrials.gov/show/NCT04623021
310,310,Treatment With Investigational Convalescent Plasma and Measure Antibody Levels in Patients Hospitalized With COVID-19,Recruiting,Drug: Convalescent Plasma,All,"18 Years and older   (Adult, Older Adult)",Phase 2,30.0,"April 28, 2020","April 28, 2025",Mexico,https://ClinicalTrials.gov/show/NCT04434131
311,311,A Study of LY3819253 (LY-CoV555) and LY3832479 (LY-CoV016) in Participants With Mild to Moderate COVID-19 Illness,Recruiting,Drug: LY3819253|Drug: LY3832479|Drug: Placebo,All,"12 Years and older   (Child, Adult, Older Adult)",Phase 2,1200.0,"June 17, 2020","March 11, 2021",Georgia,https://ClinicalTrials.gov/show/NCT04427501
312,312,Pre-Exposure Prophylaxis With Hydroxychloroquine for High-Risk Healthcare Workers During the COVID-19 Pandemic,Suspended,Drug: Hydroxychloroquine|Drug: Placebos,All,"18 Years and older   (Adult, Older Adult)",Phase 3,440.0,"April 3, 2020","October 30, 2020",Spain,https://ClinicalTrials.gov/show/NCT04331834
313,313,Study of the Safety of Prophylactic Vaccination With 2nd Generation E1/E2B/E3-Deleted Adenoviral-COVID-19 in Normal Healthy Volunteers,Recruiting,Biological: hAd5-S-Fusion+N-ETSD vaccine,All,18 Years to 55 Years   (Adult),Phase 1,35.0,"October 19, 2020","November 19, 2021",United States,https://ClinicalTrials.gov/show/NCT04591717
314,314,The Use PUL-042 to Reduce the Infection Rate and Progression to COVID-19 in Adults Exposed to SARS-CoV-2,Recruiting,Drug: PUL-042 Inhalation Solution|Drug: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 2,200.0,"June 9, 2020",March 2021,Georgia,https://ClinicalTrials.gov/show/NCT04313023
315,315,Safety and Efficacy Study of Allogeneic Human Dental Pulp Mesenchymal Stem Cells to Treat Severe COVID-19 Patients,Recruiting,Biological: allogeneic human dental pulp stem cells (BSH BTC & Utooth BTC)|Other: Intravenous saline injection (Placebo),All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 1|Phase 2,20.0,"April 6, 2020","March 31, 2021",China,https://ClinicalTrials.gov/show/NCT04336254
316,316,Study to Evaluate the Efficacy and Safety of Remdesivir (GS-5734™) Treatment of Coronavirus Disease 2019 (COVID-19) in an Outpatient Setting,Recruiting,Drug: RDV|Drug: Placebo to Match RDV,All,"12 Years and older   (Child, Adult, Older Adult)",Phase 3,1264.0,"September 18, 2020",January 2021,Denmark,https://ClinicalTrials.gov/show/NCT04501952
317,317,"Clinical Trial of Combined Use of Hydroxychloroquine, Azithromycin, and Tocilizumab for the Treatment of COVID-19",Recruiting,Drug: Tocilizumab|Drug: Hydroxychloroquine|Drug: Azithromycin,All,"18 Years and older   (Adult, Older Adult)",Phase 2,276.0,"April 2, 2020",October 2020,Spain,https://ClinicalTrials.gov/show/NCT04332094
318,318,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Completed,Drug: Remdesivir|Drug: Standard of Care,All,"12 Years and older   (Child, Adult, Older Adult)",Phase 3,4891.0,"March 6, 2020","June 30, 2020",China,https://ClinicalTrials.gov/show/NCT04292899
319,319,"Efficacy and Safety of Mucoadhesive Sustained Release, Mucodentol, in Comparison With Hydroxychloroquine to Prevent COVID-19",Recruiting,Drug: Hydroxychloroquine|Drug: Mucodentol|Device: Personal protective equipment,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,180.0,"July 15, 2020","December 15, 2020","Iran, Islamic Republic of",https://ClinicalTrials.gov/show/NCT04466280
320,320,Clinical Trial of Efficacy and Safety of Sinovac's Adsorbed COVID-19 (Inactivated) Vaccine in Healthcare Professionals,Recruiting,Biological: Adsorbed COVID-19 (inactivated) Vaccine|Biological: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 3,13060.0,"July 21, 2020",October 2021,Brazil,https://ClinicalTrials.gov/show/NCT04456595
321,321,Efficacy of Pre-exposure Treatment With Hydroxy-Chloroquine on the Risk and Severity of COVID-19 Infection,Recruiting,Diagnostic Test: COVID 19 serology|Other: COVID 19 Self-Questionnaire,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,800.0,"September 9, 2020",September 2021,France,https://ClinicalTrials.gov/show/NCT04481633
322,322,#StayHome: Early Hydroxychloroquine to Reduce Secondary Hospitalisation and Household Transmission in COVID-19,Not yet recruiting,Drug: Hydroxychloroquine|Drug: Mannitol,All,"18 Years and older   (Adult, Older Adult)",Phase 2|Phase 3,800.0,"May 12, 2020",October 2020,Switzerland,https://ClinicalTrials.gov/show/NCT04385264
323,323,Hydroxychloroquine and Zinc With Either Azithromycin or Doxycycline for Treatment of COVID-19 in Outpatient Setting,Completed,Drug: Hydroxychloroquine|Drug: Azithromycin|Drug: Zinc Sulfate|Drug: Doxycycline,All,"30 Years and older   (Adult, Older Adult)",Phase 4,18.0,"April 28, 2020","September 30, 2020",United States,https://ClinicalTrials.gov/show/NCT04370782
324,324,The Use of PUL-042 Inhalation Solution to Reduce the Severity of COVID-19 in Adults Positive for SARS-CoV-2 Infection,Recruiting,Drug: PUL-042 Inhalation Solution|Drug: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 2,100.0,"June 16, 2020",March 2021,United States,https://ClinicalTrials.gov/show/NCT04312997
325,325,"Study in Participants With Early Stage Coronavirus Disease 2019 (COVID-19) to Evaluate the Safety, Efficacy, and Pharmacokinetics of Remdesivir Administered by Inhalation",Recruiting,Drug: Remdesivir (RDV)|Drug: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 1|Phase 2,282.0,"September 14, 2020",April 2021,United States,https://ClinicalTrials.gov/show/NCT04539262
326,326,"Evaluating the Safety, Tolerability and Immunogenicity of bacTRL-Spike Vaccine for Prevention of COVID-19",Recruiting,Biological: bacTRL-Spike,All,"18 Years and older   (Adult, Older Adult)",Phase 1,12.0,October 2020,"February 28, 2022",Australia,https://ClinicalTrials.gov/show/NCT04334980
327,327,Study to Assess the Safety of Ascending Doses of UNI911 INHALATION in Healthy Volunteers in Preparation for Evaluation in Adults With COVID-19,Recruiting,Drug: UNI911 INHALATION,All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 1,44.0,"June 29, 2020","December 31, 2020",Denmark,https://ClinicalTrials.gov/show/NCT04576312
328,328,Tetrandrine Tablets Used in the Treatment of COVID-19,Enrolling by invitation,Drug: Tetrandrine,All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 4,60.0,"March 5, 2020","May 1, 2021",China,https://ClinicalTrials.gov/show/NCT04308317
329,329,A Study of the Safety and Efficacy of Ciclesonide in the Treatment of Non-hospitalized COVID-19 Patients,Recruiting,Drug: Ciclesonide|Drug: Placebo,All,"12 Years to 100 Years   (Child, Adult, Older Adult)",Phase 3,400.0,"June 8, 2020","December 1, 2020",United States,https://ClinicalTrials.gov/show/NCT04377711
330,330,Efficacy and Safety of Nitazoxanide for the Treatment of Hospitalized Patients With Moderate COVID-19,Recruiting,Drug: Nitazoxanide Tablets|Drug: Placebo,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,50.0,"May 25, 2020","July 31, 2020",Brazil,https://ClinicalTrials.gov/show/NCT04348409
331,331,I-SPY COVID-19 TRIAL: An Adaptive Platform Trial for Critically Ill Patients,Recruiting,Drug: Remdesivir|Drug: Cenicriviroc|Drug: Icatibant|Drug: Razuprotafib|Drug: Apremilast,All,"18 Years and older   (Adult, Older Adult)",Phase 2,1500.0,"July 31, 2020","November 1, 2022",United States,https://ClinicalTrials.gov/show/NCT04488081
332,332,Pilot Clinical Trial of the Safety and Efficacy of Telmisartan for the Mitigation of Pulmonary and Cardiac Complications in COVID-19 Patients,Recruiting,Drug: Telmisartan 40mg|Drug: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 2,40.0,"July 1, 2020","June 30, 2021",United States,https://ClinicalTrials.gov/show/NCT04360551
333,333,A Randomized Placebo-controlled Safety and Dose-finding Study for the Use of the IL-6 Inhibitor Clazakizumab in Patients With Life-threatening COVID-19 Infection,Recruiting,Drug: Clazakizumab 25 mg|Drug: Clazakizumab 12.5 mg|Other: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 2,90.0,"March 31, 2020","July 1, 2020",United States,https://ClinicalTrials.gov/show/NCT04343989
334,334,Anticoagulation in Patients Suffering From COVID-19 Disease The ANTI-CO Trial,Recruiting,Drug: Bivalirudin Injection|Drug: Standard treatment,All,"18 Years to 99 Years   (Adult, Older Adult)",Phase 4,100.0,"June 28, 2020","March 28, 2021",Qatar,https://ClinicalTrials.gov/show/NCT04445935
335,335,A Study to Assess Efficacy and Safety of RESP301 Plus Standard of Care (SOC) Compared to SOC Alone in Hospitalized Participants With COVID-19,Recruiting,"Drug: RESP301, a Nitric Oxide generating solution|Other: Standard of Care",All,"18 Years and older   (Adult, Older Adult)",Phase 2|Phase 3,300.0,"July 29, 2020","April 23, 2021",United Kingdom,https://ClinicalTrials.gov/show/NCT04460183
336,336,"A Randomized, Double-Blind, Placebo-Controlled Clinical Trial to Determine the Safety and Efficacy of Hope Biosciences Allogeneic Mesenchymal Stem Cell Therapy (HB-adMSCs) to Provide Protection Against COVID-19",Enrolling by invitation,Drug: HB-adMSCs|Drug: Placebos,All,"Child, Adult, Older Adult",Phase 2,100.0,"May 14, 2020","April 30, 2021",United States,https://ClinicalTrials.gov/show/NCT04348435
337,337,Efficacy and Safety of Hydroxychloroquine and Azithromycin for the Treatment of Hospitalized Patients With Moderate to Severe COVID-19,Suspended,Drug: Hydroxychloroquine Sulfate|Drug: Azithromycin Tablets,All,"18 Years and older   (Adult, Older Adult)",Early Phase 1,400.0,"April 23, 2020","June 30, 2020",Brazil,https://ClinicalTrials.gov/show/NCT04329572
338,338,Flow Controlled Ventilation in ARDS Associated With COVID-19,Recruiting,Device: Flow controlled ventilation (Evone-ventilator),All,"18 Years to 99 Years   (Adult, Older Adult)",Not Applicable,20.0,"May 28, 2020",August 2020,Qatar,https://ClinicalTrials.gov/show/NCT04399317
339,339,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,Completed,Drug: Remdesivir|Drug: Standard of Care,All,"12 Years and older   (Child, Adult, Older Adult)",Phase 3,1113.0,"March 15, 2020","June 26, 2020",China,https://ClinicalTrials.gov/show/NCT04292730
340,340,"Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Efficacy of Remdesivir (GS-5734™) in Participants From Birth to < 18 Years of Age With Coronavirus Disease 2019 (COVID-19)",Recruiting,Drug: Remdesivir,All,"up to 18 Years   (Child, Adult)",Phase 2|Phase 3,52.0,"July 21, 2020",February 2021,Italy,https://ClinicalTrials.gov/show/NCT04431453
341,341,Patients and Health Staff of Cancer Centres During the Covid-19 Pandemic,Recruiting,Diagnostic Test: Diagnostic test for SARS-Cov2 for patients and health staff,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,12000.0,"June 15, 2020","June 15, 2022",France,https://ClinicalTrials.gov/show/NCT04421625
342,342,Standard or Convalescent Plasma in Patients With Recent Onset of COVID-19 Respiratory Failure,Recruiting,Drug: Standard Therapy Protocol (STP)|Other: STP + Standard Plasma (SP)|Other: STP + COVID-19 Convalescent Plasma (CP),All,"18 Years and older   (Adult, Older Adult)",Phase 2,180.0,"June 15, 2020","December 15, 2021",Italy,https://ClinicalTrials.gov/show/NCT04428021
343,343,Convalescent Plasma Therapy vs. SOC for the Treatment of COVID19 in Hospitalized Patients,Recruiting,Other: Blood and derivatives.|Drug: Standard of Care,All,"18 Years and older   (Adult, Older Adult)",Phase 2,278.0,"April 3, 2020",July 2020,Spain,https://ClinicalTrials.gov/show/NCT04345523
344,344,Efficacy and Safety Study of Nitazoxanide (NTX) in the Treatment of Patients With SARS-CoV-2 Virus Infection (COVID-19),Recruiting,Drug: Nitazoxanide|Drug: Placebo,All,18 Years to 59 Years   (Adult),Phase 2|Phase 3,135.0,"June 26, 2020","December 26, 2020",Argentina,https://ClinicalTrials.gov/show/NCT04463264
345,345,Trial to Promote Recovery From COVID-19 With Endocrine Therapy,Not yet recruiting,Drug: Bicalutamide 150 Mg Oral Tablet,All,"18 Years and older   (Adult, Older Adult)",Phase 2,60.0,"January 4, 2021",December 2021,United States,https://ClinicalTrials.gov/show/NCT04374279
346,346,Study on the Safety and Efficacy of Convalescent Plasma in Patients With Severe COVID-19 Disease,Recruiting,Biological: Biological,All,"18 Years to 90 Years   (Adult, Older Adult)",Phase 2,150.0,"June 23, 2020","September 30, 2020",Mexico,https://ClinicalTrials.gov/show/NCT04542967
347,347,Clinical Effect of Dialyzable Leukocyte Extract in Suspected or Confirmed Cases of COVID-19 (FUTURE-T),Not yet recruiting,Drug: Dialyzable Leukocyte Extract|Drug: Placebo oral,All,"18 Years and older   (Adult, Older Adult)",Phase 2,562.0,May 2020,December 2020,Mexico,https://ClinicalTrials.gov/show/NCT04379479
348,348,Early Versus Delayed Intubation of Patients With COVID-19,Not yet recruiting,Other: Endotracheal intubation,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,80.0,"November 18, 2020","May 1, 2021",Greece,https://ClinicalTrials.gov/show/NCT04632043
349,349,Study Evaluating the Safety and Efficacy of Autologous Non-Hematopoietic Peripheral Blood Stem Cells in COVID-19,Completed,Biological: Autologous Non-Hematopoietic Peripheral Blood Stem Cells (NHPBSC)|Drug: COVID-19 standard care,All,"18 Years and older   (Adult, Older Adult)",Phase 1|Phase 2,146.0,"April 4, 2020","July 14, 2020",United Arab Emirates,https://ClinicalTrials.gov/show/NCT04473170
350,350,Performance Evaluation of BCG Vaccination in Healthcare Personnel to Reduce the Severity of COVID-19 Infection.,Withdrawn,Biological: vaccine BCG|Other: Placebo,All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 3,0.0,August 2020,November 2021,Colombia,https://ClinicalTrials.gov/show/NCT04362124
351,351,"Povidone Iodine Mouthwash, Gargle, and Nasal Spray to Reduce Naso- Pharyngeal Viral Load in Patients With COVID-19",Completed,Drug: Povidone-Iodine,All,"18 Years and older   (Adult, Older Adult)",Phase 2,24.0,"September 1, 2020","October 23, 2020",France,https://ClinicalTrials.gov/show/NCT04371965
352,352,Control of COVID-19 Outbreaks in Long Term Care,Recruiting,Drug: Favipiravir|Drug: Favipiravir Placebo,All,65 Years and older   (Older Adult),Phase 2,760.0,"October 16, 2020",March 2021,Canada,https://ClinicalTrials.gov/show/NCT04448119
353,353,A Multicentre Open-label Two-arm Randomised Superiority Clinical Trial of Azithromycin Versus Usual Care In Ambulatory COVID19 (ATOMIC2),Recruiting,Drug: Azithromycin Capsule,All,"19 Years and older   (Adult, Older Adult)",Phase 3,800.0,"May 29, 2020","October 13, 2020",United Kingdom,https://ClinicalTrials.gov/show/NCT04381962
354,354,Safety and Efficacy Trial of Zavegepant* Intranasal for Hospitalized Patients With COVID-19 Requiring Supplemental Oxygen,Recruiting,Drug: Zavegepant (BHV-3500)|Drug: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 2|Phase 3,120.0,"April 25, 2020",April 2021,United States,https://ClinicalTrials.gov/show/NCT04346615
355,355,RAPA-501-Allo Off-the-Shelf Therapy of COVID-19,Not yet recruiting,Biological: RAPA-501-Allo off-the-shelf Therapy of COVID-19|Other: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 1|Phase 2,88.0,"December 30, 2020","June 1, 2022",Jersey,https://ClinicalTrials.gov/show/NCT04482699
356,356,Assessing Hydroxychloroquine in Patients With SARS-CoV-2 (COVID-19),Withdrawn,Drug: Hydroxychloroquine|Drug: Placebo,All,"18 Years and older   (Adult, Older Adult)",Phase 2,0.0,August 2020,September 2021,United States,https://ClinicalTrials.gov/show/NCT04363866
